tmax;tmin;tsuelo;puntorocio;presion;velviento;precipi;humedad;uvindex;y
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,81;25,34;0;0;1011;6,27;0;86;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
25,69;25,25;0;0;1013;5,92;0;83;11,72;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,96;26,03;0;0;1012;7,19;0;84;11,04;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,3;25,85;0;0;1014;5,12;0;83;10,82;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,72;25,86;0;0;1014;5,57;0;79;11,32;0,3
26,38;26,11;0;0;1011;7;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,36;25,91;0;0;1011;6,92;1;84;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,49;25,91;0;0;1012;7,34;1;82;12,74;1
26,18;25,77;0;0;1010;6,81;0;81;12,32;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,41;25,98;0;0;1011;7,68;0;80;12,85;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,26;25,97;0;0;1011;7,87;0;81;12,18;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
26,05;25,53;0;0;1012;5,76;0;79;11,41;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
25,8;25,57;0;0;1013;7,06;0;85;11,74;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
26,16;25,53;0;0;1013;6,07;0;82;12,23;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,42;25,19;0;0;1013;6,77;0;84;12,33;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,79;25,16;0;0;1012;6,23;0;84;12,18;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
25,87;25,45;0;0;1012;5,05;0;83;6,13;0,3
